"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Ice Skating","Other","","","","2026-01-26","","475.429992675781","","","","","0.146288603544235","0.902999997138977","","","","117","131","","","","","0","8","0","","","","","","","","","","","","","","","","","","",""
"Cardio","Other","","","","2026-01-27","","0","","","","","0.466418892145157","0","","","","116","154","","","","","8","16","3","","","","","","","","","","","","","","","","","","",""
"Skate Skiing","XC-Ski","","","","2026-01-28","","12103.8798828125","","","","","1.07649886608124","3.12299990653992","","","","151","171","","","","","0","2","62","","","","","","","","","","","","","","","","","","",""
"Ice Skating","Other","","","","2026-01-29","","1578.57995605469","","","","","0.329146921634674","1.33200001716614","","","","111","141","","","","","7","12","0","","","","","","","","","","","","","","","","","","",""
"Skate Skiing","XC-Ski","","","","2026-01-30","","15050","","","","","1.35276615619659","3.08999991416931","","","","154","172","","","","","1","2","78","","","","","","","","","","","","","","","","","","",""
