"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Strength","Strength","","","","2026-01-27","","0","","","","","1.21068775653839","0","","","","118","163","","","","","24","27","9","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-01-29","","0","","","","","0.986784994602203","0","","","","121","157","","","","","18","32","6","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-01-31","","0","","","","","1.12572360038757","0","","","","111","141","","","","","31","23","0","","","","","","","","","","","","","","","","","","",""
